Participant Surname,Experiment Group (altimetry/gravimetry/mass budget),Drainage Region Set (Rignot/Zwally),Drainage Region ID,Drainage Region Area (km2),Drainage Region Area Observed (km2),Date (decimal years),Relative Mass Change (Gt),Relative Mass Change Uncertainty (Gt),Snowfall (Gt),Rainfall (Gt),Sublimation/Evaporation (Gt),Runoff (Gt), Melt (Gt)
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1986.33,.8979,.7077,1.0236,.0000,.1246,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1986.42,1.0360,.7191,1.2952,.0000,.2546,.0053,.0096
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1986.50,-2.0619,1.2969,1.0229,.0023,.8577,2.2272,2.6969
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1986.58,1.5327,1.3218,7.3525,.2509,.9251,5.1304,5.8913
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1986.67,-.0506,.9786,1.6806,.0038,.2589,1.4729,1.4839
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1986.75,3.8792,1.4454,3.6802,.0000,-.2063,.0057,.0122
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1986.83,1.3193,.8123,1.1925,.0000,-.1238,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1986.92,1.7085,.8305,1.6186,.0000,-.0915,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.00,4.4210,1.0980,4.3239,.0000,-.0956,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.08,.8257,.7159,.7465,.0000,-.0778,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.17,1.6017,.8158,1.5487,.0000,-.0585,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.25,2.0532,.7699,2.0093,.0000,-.0406,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.33,4.8288,2.6273,4.9594,.0001,.1310,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.42,-.1159,.7473,.5985,.0000,.6069,.1050,.8265
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.50,.4960,1.0117,3.6404,.0180,1.1759,1.9801,3.9556
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.58,-5.8075,3.2368,2.4090,.0926,.7669,7.5348,8.8440
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.67,-.9180,1.0176,1.4609,.0227,-.0055,2.4038,2.4133
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.75,2.0102,.8070,1.8620,.0000,-.1477,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.83,.9545,.7434,.8392,.0000,-.1133,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1987.92,1.1433,.7513,.9053,.0000,-.2400,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.00,.7717,.6975,.6279,.0000,-.1424,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.08,1.2252,.7280,1.1481,.0000,-.0781,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.17,.6472,.7081,.6140,.0000,-.0327,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.25,1.4484,.7405,1.3307,.0000,-.1179,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.33,1.0363,.7235,1.1580,.0000,.1209,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.42,1.8800,1.2243,2.3683,.0001,.4488,.0374,.0661
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.50,4.4094,2.4668,7.3886,.0770,1.5564,1.4933,2.6138
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.58,-7.2169,1.5889,3.0222,.2540,.8838,9.5901,14.0808
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.67,-1.0841,1.1412,2.3972,.0029,.3257,3.1566,3.2962
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.75,2.3993,.9478,2.3588,.0012,-.1021,.0617,.0623
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.83,1.5298,.9618,1.3762,.0000,-.1546,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1988.92,1.4963,1.0001,1.2941,.0000,-.2030,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.00,.7003,.7089,.6430,.0000,-.0591,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.08,.6357,.6876,.5927,.0000,-.0430,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.17,1.5823,.7660,1.5616,.0000,-.0262,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.25,1.7383,.8487,1.6997,.0000,-.0344,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.33,.9190,.7263,.9143,.0000,-.0056,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.42,.9878,.7593,1.5805,.0000,.5894,.0009,.0013
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.50,-1.4105,1.1368,3.1294,.0338,1.0621,3.5065,4.3179
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.58,-12.1561,4.2444,1.0552,.0354,1.3785,11.8655,14.9864
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.67,-2.1361,1.4258,1.0715,.0073,.1899,3.0289,3.3019
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.75,3.0037,.9841,3.0241,.0244,.0355,.0037,.0025
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.83,1.6114,.7688,1.3794,.0000,-.2298,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1989.92,.8398,.7312,.8338,.0000,-.0071,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.00,3.4372,1.7366,3.2649,.0000,-.1715,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.08,2.5122,1.3289,2.4550,.0000,-.0537,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.17,.8194,.7043,.8254,.0000,.0054,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.25,1.5980,.7483,1.6014,.0000,.0018,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.33,3.7585,1.2480,3.9275,.0000,.1711,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.42,1.5482,.8357,2.4137,.0000,.8622,.0001,.0624
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.50,-5.3554,2.9979,.8714,.0445,.9379,5.3296,7.8790
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.58,-7.1126,4.5553,3.0420,.2101,.7782,9.5634,11.5753
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.67,-.4798,1.3062,3.9926,.4308,.2206,4.6671,5.0193
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.75,4.1632,1.0280,4.2101,.0090,.0496,.0027,.0002
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.83,.8235,.7210,.6510,.0000,-.1734,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1990.92,.9881,.7393,.7096,.0000,-.2796,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.00,6.1747,3.2030,6.1497,.0000,-.0248,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.08,1.2269,.7221,1.1681,.0000,-.0655,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.17,.8421,.7061,.7115,.0000,-.1301,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.25,.7807,.7035,.6865,.0000,-.0957,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.33,.7841,.7051,.8749,.0000,.0892,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.42,1.2868,.7438,1.6875,.0001,.4014,.0000,.0253
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.50,-2.2547,1.4109,1.6869,.0062,1.2096,2.7387,4.1192
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.58,-7.7081,5.0235,2.0182,.0575,1.2785,8.4831,10.7331
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.67,.8948,1.1037,3.9716,.2326,.3223,2.9771,2.9415
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.75,5.5517,2.3116,5.4394,.0187,-.0998,.0026,.0016
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.83,2.1585,1.0128,1.9953,.0000,-.1663,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1991.92,4.9806,2.7932,4.9074,.0000,-.0735,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.00,1.4482,1.0265,1.3828,.0000,-.0664,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.08,3.1157,1.7911,3.1275,.0000,.0105,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.17,2.8165,1.6532,2.8204,.0000,.0026,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.25,.5724,.6910,.5117,.0000,-.0625,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.33,5.2421,2.8871,5.3238,.0000,.0799,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.42,1.4416,.7626,2.0993,.0000,.6606,.0001,.0935
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.50,6.2550,2.9747,8.0871,.1359,1.2975,.6563,1.7565
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.58,-3.1074,1.1380,2.0401,.0070,1.0374,4.1182,5.3115
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.67,.9684,.9277,2.1699,.0175,.2782,.9347,.9605
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.75,2.4147,.9450,2.3786,.0003,-.0401,.0005,.0005
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.83,2.4116,.8914,2.0394,.0000,-.3740,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1992.92,1.4649,.7797,1.4157,.0000,-.0484,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.00,1.7008,.7664,1.6636,.0000,-.0365,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.08,1.2679,.7320,1.2330,.0000,-.0342,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.17,2.8108,1.5317,2.8036,.0000,-.0077,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.25,2.2145,.8783,2.1881,.0000,-.0247,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.33,1.0226,.7410,1.1008,.0000,.0745,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.42,3.0334,.8292,3.6676,.0001,.6327,.0018,.0345
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.50,-1.1103,.9899,2.1582,.0397,.8367,2.4640,4.5013
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.58,-9.0081,1.3349,2.1813,.1965,.5790,10.7891,13.7701
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.67,2.5066,1.1076,4.3909,.2757,.1581,1.9891,1.8156
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.75,1.6985,.7640,1.2698,.0000,-.4285,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.83,1.5345,.8140,1.2348,.0000,-.2969,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1993.92,4.0685,2.3135,4.0702,.0000,.0020,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.00,1.8327,.7549,1.7778,.0000,-.0551,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.08,2.1099,.8290,2.0393,.0000,-.0729,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.17,3.1617,1.7559,3.0553,.0000,-.1051,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.25,1.1245,.8139,1.0968,.0000,-.0270,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.33,2.9296,1.6246,3.0879,.0000,.1582,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.42,1.2692,.7450,1.8971,.0000,.6284,.0000,.0407
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.50,.7648,.9124,2.7190,.1688,.9657,1.1461,3.1348
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.58,-7.5039,2.7639,1.8067,.0775,.9587,8.4154,11.2561
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.67,-1.2628,1.2159,2.5524,.0440,.8091,3.0465,3.1107
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.75,1.4976,.8193,1.5581,.0000,.0588,.0015,.0015
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.83,2.6895,.9914,2.5591,.0000,-.1294,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1994.92,2.1384,.8477,1.9364,.0000,-.2006,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.00,2.6147,1.3690,2.5926,.0000,-.0257,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.08,1.6573,.8029,1.6154,.0000,-.0380,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.17,.4054,.6744,.3313,.0000,-.0761,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.25,3.0319,1.7571,3.0232,.0000,-.0119,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.33,2.8356,1.5619,2.9450,.0000,.1095,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.42,1.1797,.8055,1.8914,.0000,.7078,.0000,.0077
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.50,-4.0076,1.1862,1.0216,.0112,1.2523,3.7902,6.0570
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.58,-.7763,1.5122,8.5570,.7493,1.1425,8.9077,10.4879
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.67,-.9860,1.1237,2.1417,.2244,.1134,3.2338,3.1356
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.75,2.8365,.8602,2.8631,.0000,-.0044,.0295,.0297
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.83,1.0115,.7419,.8297,.0000,-.1828,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1995.92,2.6262,1.2131,2.4188,.0000,-.2082,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.00,1.8214,.7579,1.7068,.0000,-.1145,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.08,2.4482,1.2665,2.3763,.0001,-.0706,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.17,1.7420,.7590,1.7135,.0000,-.0308,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.25,2.8575,1.3003,2.9223,.0000,.0643,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.33,1.8478,.8126,1.9295,.0000,.0818,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.42,1.4285,.7422,2.0305,.0001,.5826,.0191,.1400
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.50,-1.3540,1.0214,1.7405,.0473,.9958,2.1412,3.9821
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.58,-11.6531,5.2995,1.0381,.0645,1.0259,11.7142,14.9200
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.67,-.7858,.9596,1.1394,.0329,.4792,1.4792,1.4615
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.75,2.5048,1.2381,2.4018,.0159,-.1229,.0316,.0157
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.83,4.9502,2.1348,4.8664,.0000,-.0849,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1996.92,3.3918,2.0190,3.4205,.0000,.0294,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.00,1.3731,.8997,1.2149,.0000,-.1569,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.08,2.0743,.8062,1.9793,.0000,-.0935,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.17,2.2509,.9063,2.2022,.0000,-.0512,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.25,1.6072,.9566,1.5546,.0000,-.0538,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.33,4.4584,1.0726,4.6539,.0000,.1988,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.42,.8849,.7170,1.2556,.0000,.3706,.0000,.0086
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.50,-1.1575,1.0416,2.3192,.0031,1.1851,2.2905,4.1207
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.58,-4.2368,2.1431,3.4867,.1592,.9690,6.8938,8.4389
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.67,.4232,1.1589,3.9657,.2463,.6775,3.1009,3.0690
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.75,5.1543,1.0118,5.2353,.0352,.0992,.0163,.0038
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.83,5.0210,2.2955,4.7160,.0060,-.2983,.0000,.0003
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1997.92,1.4227,.8399,1.2189,.0000,-.2038,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.00,2.4304,1.1206,2.3337,.0000,-.0944,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.08,1.6014,.7470,1.4106,.0000,-.1947,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.17,1.5276,.7712,1.5165,.0000,-.0095,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.25,9.3414,2.6825,9.3495,.0000,.0081,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.33,1.3496,.8970,1.3706,.0000,.0185,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.42,3.0937,.9421,3.8866,.0001,.7937,.0000,.0586
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.50,-2.2305,1.3760,2.3210,.0179,1.0383,3.5194,9.1706
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.58,-8.2977,4.9761,4.1287,.5279,.8356,12.0970,15.0147
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.67,-1.5108,1.0886,1.7562,.1918,.2347,3.2053,3.1849
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.75,2.1582,.9889,2.0360,.0000,-.1415,.0188,.0182
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.83,1.9151,1.0760,1.7929,.0000,-.1200,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1998.92,2.0316,.9475,1.9069,.0000,-.1234,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.00,1.2284,.8410,1.0247,.0000,-.2037,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.08,3.7662,.8696,3.6376,.0000,-.1282,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.17,6.7036,4.4245,6.6193,.0000,-.0846,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.25,2.2731,.9916,2.1906,.0000,-.0811,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.33,1.3062,.8045,1.3585,.0000,.0468,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.42,1.8790,1.1324,2.5717,.0000,.6963,.0000,.0057
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.50,.7263,.8214,2.1858,.0134,1.0193,.4503,1.8135
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.58,-5.2965,2.9930,4.4163,.7395,.8507,9.5804,12.0954
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.67,3.7253,1.1858,4.9075,.1234,.0109,1.2938,1.2022
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.75,7.3176,4.5648,7.2682,.0145,-.0450,.0054,.0013
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.83,1.0151,.7687,.8002,.0000,-.2130,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,1999.92,5.6946,2.7701,5.7123,.0000,.0164,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.00,.9313,.7192,.8037,.0000,-.1279,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.08,2.8511,1.4696,2.8316,.0000,-.0189,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.17,2.6874,1.3966,2.6360,.0000,-.0487,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.25,2.0613,.9315,2.0680,.0000,.0075,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.33,1.0054,.7527,.9928,.0000,-.0116,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.42,1.0631,.7606,1.5270,.0000,.4653,.0000,.0080
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.50,-2.6252,1.0483,1.9814,.0090,1.0570,3.5554,6.0620
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.58,-1.6692,1.6713,7.2565,.2877,1.3776,7.8155,10.6318
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.67,.8669,1.0464,2.7353,.0279,.3533,1.5325,1.5676
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.75,1.6272,.8258,1.4267,.0000,-.1964,.0004,.0004
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.83,2.2450,1.1303,2.1159,.0000,-.1284,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2000.92,1.9669,.9837,1.8004,.0000,-.1656,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.00,1.4191,.9557,1.1878,.0000,-.2308,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.08,.6448,.6995,.5679,.0000,-.0759,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.17,1.0382,.7427,.9819,.0000,-.0542,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.25,1.9681,.8539,1.8695,.0000,-.1025,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.33,.9727,.7232,.9064,.0000,-.0635,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.42,1.8005,1.0198,2.2025,.0006,.4024,.0005,.0149
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.50,-3.1402,1.1803,2.7447,.0091,1.3133,4.5793,6.3500
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.58,-1.9050,1.5854,7.9204,.2066,1.1862,8.8274,10.2418
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.67,-.6943,1.0776,2.1994,.1086,.1231,2.8742,2.7964
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.75,2.2941,1.2588,2.1895,.0503,-.1684,.1112,.0708
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.83,4.0610,.9107,3.8040,.0016,-.2544,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2001.92,3.6638,.9319,3.5867,.0000,-.0758,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2002.00,4.4159,1.5050,4.3812,.0000,-.0360,.0000,.0009
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2002.08,.7065,.6966,.6715,.0000,-.0389,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2002.17,1.8579,.7593,1.8571,.0000,-.0013,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2002.25,1.3131,.7484,1.2238,.0000,-.0848,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2002.33,1.4574,.9127,1.5312,.0000,.0734,.0000,.0000
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2002.42,.5271,.6886,1.0135,.0016,.4890,.0000,.2223
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2002.50,-4.9951,2.4867,1.0774,.0224,1.0940,4.9890,9.7842
fettweis,Surface Mass Balance,Zwally,2.1,271370.41,268057.69,2002.58,-15.2387,4.7056,1.6376,.1903,1.1592,15.8912,22.8987
