Surname,Experiment Group,Drainage Region Set,Drainage Region ID,Drainage Region Area (km2),Drainage Region Area Observed (km2),Date (decimal years),Rate of Mass Change (Gt/month),Rate of Mass Change Uncertainty (Gt/month)
Hansen,SBM,Zwally,23.000,72000.000,71464.509,1999.123,2.198,0.314
Hansen,SBM,Zwally,23.000,72000.000,71464.509,1999.203,8.038,0.605
Hansen,SBM,Zwally,23.000,72000.000,71464.509,1999.288,4.033,0.518
Hansen,SBM,Zwally,23.000,72000.000,71464.509,1999.370,11.776,0.647
Hansen,SBM,Zwally,23.000,72000.000,71464.509,1999.455,3.853,0.507
Hansen,SBM,Zwally,23.000,72000.000,71464.509,1999.537,4.381,0.527
Hansen,SBM,Zwally,23.000,72000.000,71464.509,1999.622,4.177,0.530
Hansen,SBM,Zwally,23.000,72000.000,71464.509,1999.707,2.670,0.376
Hansen,SBM,Zwally,23.000,72000.000,71464.509,1999.789,16.636,0.652
Hansen,SBM,Zwally,23.000,72000.000,71464.509,1999.874,8.118,0.550
Hansen,SBM,Zwally,23.000,72000.000,71464.509,1999.956,3.199,0.459
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.041,0.578,0.149
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.123,6.624,0.602
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.205,11.972,0.648
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.290,2.326,0.355
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.371,6.472,0.592
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.456,12.036,0.647
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.538,18.370,0.658
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.623,2.781,0.433
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.708,7.042,0.595
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.790,6.061,0.587
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.874,6.282,0.591
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2000.956,1.427,0.221
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.041,2.040,0.299
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.123,6.494,0.523
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.203,3.233,0.464
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.288,3.109,0.429
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.370,13.255,0.650
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.455,5.165,0.555
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.537,5.230,0.573
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.622,2.981,0.470
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.707,6.914,0.611
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.789,7.786,0.614
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.874,0.404,0.094
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2001.956,1.809,0.282
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.041,2.051,0.314
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.123,5.144,0.500
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.203,3.912,0.510
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.288,10.545,0.641
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.370,3.059,0.437
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.455,2.257,0.392
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.537,11.930,0.646
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.622,8.176,0.640
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.707,9.050,0.627
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.789,1.223,0.258
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.874,1.599,0.301
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2002.956,3.490,0.404
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.041,2.448,0.357
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.123,2.395,0.349
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.203,6.845,0.620
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.288,11.959,0.642
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.370,7.905,0.592
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.455,3.508,0.488
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.537,4.213,0.506
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.622,5.129,0.556
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.707,10.222,0.634
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.789,5.366,0.591
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.874,1.621,0.282
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2003.956,2.039,0.255
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.041,1.288,0.230
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.123,4.033,0.462
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.205,4.980,0.570
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.290,6.970,0.598
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.371,15.774,0.652
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.456,6.007,0.582
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.538,4.930,0.580
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.623,5.417,0.602
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.708,3.474,0.515
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.790,4.392,0.521
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.874,10.145,0.637
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2004.956,6.072,0.560
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.041,0.094,0.063
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.123,2.860,0.405
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.203,7.753,0.592
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.288,7.871,0.621
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.370,5.726,0.596
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.455,4.403,0.531
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.537,5.740,0.596
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.622,6.828,0.617
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.707,16.724,0.653
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.789,11.657,0.633
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.874,8.140,0.630
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2005.956,-0.371,0.011
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.041,3.767,0.465
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.123,8.229,0.615
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.203,1.793,0.279
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.288,4.941,0.531
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.370,10.131,0.650
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.455,8.900,0.634
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.537,6.293,0.608
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.622,7.654,0.590
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.707,3.217,0.481
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.789,5.926,0.567
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.874,2.813,0.383
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2006.956,3.361,0.377
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.041,0.415,0.105
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.123,1.960,0.336
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.203,3.039,0.435
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.288,6.119,0.593
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.370,19.057,0.657
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.455,4.148,0.509
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.537,3.571,0.507
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.622,6.264,0.586
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.707,14.969,0.656
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.789,4.318,0.516
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.874,2.257,0.359
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2007.956,7.354,0.595
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.041,0.647,0.147
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.123,4.511,0.550
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.205,6.697,0.553
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.290,3.291,0.475
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.371,5.582,0.589
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.456,7.365,0.599
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.538,14.032,0.647
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.623,7.081,0.604
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.708,19.034,0.654
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.790,5.756,0.556
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.874,1.534,0.233
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2008.956,1.762,0.296
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.041,0.856,0.172
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.123,1.720,0.298
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.203,6.831,0.566
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.288,10.074,0.625
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.370,8.749,0.586
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.455,4.889,0.555
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.537,3.073,0.471
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.622,8.484,0.621
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.707,5.354,0.573
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.789,3.544,0.498
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.874,1.497,0.288
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2009.956,2.002,0.308
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.041,1.707,0.278
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.123,2.281,0.365
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.203,4.970,0.523
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.288,6.974,0.562
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.370,3.430,0.447
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.455,5.235,0.578
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.537,10.110,0.643
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.622,16.734,0.657
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.707,10.072,0.642
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.789,6.536,0.577
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.874,9.069,0.614
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2010.956,0.860,0.173
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.041,1.003,0.206
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.123,3.691,0.426
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.203,4.234,0.497
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.288,2.660,0.387
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.370,10.798,0.609
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.455,5.016,0.503
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.537,8.188,0.623
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.622,12.144,0.644
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.707,2.942,0.431
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.789,3.434,0.399
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.874,3.611,0.448
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2011.956,2.666,0.372
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.041,0.990,0.189
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.123,2.680,0.427
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.205,10.587,0.654
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.290,15.053,0.645
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.371,15.111,0.652
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.456,2.419,0.413
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.538,4.123,0.495
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.623,4.929,0.515
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.708,8.581,0.625
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.790,1.383,0.234
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.874,1.872,0.311
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2012.956,1.074,0.191
Hansen,SBM,Zwally,23.000,72000.000,71464.509,2013.041,1.024,0.226
